,Description,UnitPrice,TotalReturned,Total$Returned,Unit_Sold,Total_Revenue,Net_Revenue,Return_Rate
1450,PARTY BUNTING,4.95,66,326.7,6398.0,31670.100000000002,31343.4,1.031572366364489
1451,PARTY CHARMS 50 PIECES,0.83,3,2.4899999999999998,737.0,611.71,609.22,0.40705563093622793
1452,PARTY CONE CHRISTMAS DECORATION,0.72,144,103.68,144.0,103.68,0.0,100.0
1453,PARTY CONE CHRISTMAS DECORATION,0.85,1,0.85,1253.0,1065.05,1064.2,0.07980845969672785
1454,PARTY CONES CANDY ASSORTED,1.25,56,70.0,823.0,1028.75,958.75,6.804374240583232
1455,PARTY METAL SIGN,1.45,13,18.849999999999998,2397.0,3475.6499999999996,3456.7999999999997,0.5423445974134334
1456,PARTY PIZZA DISH BLUE POLKADOT,0.85,18,15.3,150.0,127.49999999999999,112.19999999999999,12.0
1457,PARTY PIZZA DISH RED RETROSPOT,0.85,18,15.3,288.0,244.79999999999998,229.49999999999997,6.25
1458,PASTEL COLOUR HONEYCOMB FAN,0.39,36,14.04,538.0,209.82,195.78,6.691449814126393
1459,PEACE SMALL WOOD LETTERS,6.75,1,6.75,25.0,168.75,162.0,4.0
1460,PEACE WOODEN BLOCK LETTERS,6.95,1,6.95,147.0,1021.6500000000001,1014.7,0.6802721088435374
1461,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1.65,4,6.6,1133.0,1869.4499999999998,1862.85,0.353045013239188
1462,PEG BAG APPLES DESIGN,2.55,6,15.3,768.0,1958.4,1943.1000000000001,0.78125
1463,PENS ASSORTED SPACEBALL,0.19,36,6.84,3708.0,704.52,697.68,0.9708737864077669
1464,PHARMACIE FIRST AID TIN,6.75,17,114.75,119.0,803.25,688.5,14.285714285714285
1465,PHOTO FRAME 3 CLASSIC HANGING,8.5,16,136.0,93.0,790.5,654.5,17.20430107526882
1466,PHOTO FRAME 3 CLASSIC HANGING,9.95,26,258.7,407.0,4049.6499999999996,3790.95,6.388206388206388
1467,PHOTO FRAME CORNICE,2.95,41,120.95,2052.0,6053.400000000001,5932.450000000001,1.9980506822612085
1468,PHOTO FRAME LINEN AND LACE LARGE,3.75,7,26.25,172.0,645.0,618.75,4.069767441860465
1469,PHOTO FRAME LINEN AND LACE SMALL,2.08,14,29.12,286.0,594.88,565.76,4.895104895104895
1470,PICNIC BASKET WICKER LARGE,8.5,84,714.0,679.0,5771.5,5057.5,12.371134020618557
1471,PICNIC BASKET WICKER LARGE,9.95,16,159.2,447.0,4447.65,4288.45,3.5794183445190155
1472,PICNIC BASKET WICKER SMALL,4.95,60,297.0,604.0,2989.8,2692.8,9.933774834437086
1473,PICNIC BASKET WICKER SMALL,5.95,14,83.3,660.0,3927.0,3843.7,2.1212121212121215
1474,PICNIC BOXES SET OF 3 RETROSPOT,4.95,8,39.6,229.0,1133.55,1093.95,3.4934497816593884
1475,PICTURE FRAME WOOD TRIPLE PORTRAIT,5.95,12,71.4,300.0,1785.0000000000002,1713.6000000000001,4.0
1476,PICTURE FRAME WOOD TRIPLE PORTRAIT,6.75,5,33.75,540.0,3645.0,3611.25,0.9259259259259258
1477,PIECE OF CAMO STATIONERY SET,0.08,108,8.64,2732.0,218.56,209.92000000000002,3.953147877013177
1478,PIG KEYRING WITH LIGHT & SOUND,1.25,52,65.0,691.0,863.75,798.75,7.525325615050652
1479,PIGGY BANK RETROSPOT,2.1,2,4.2,378.0,793.8,789.5999999999999,0.5291005291005291
1480,PIGGY BANK RETROSPOT,2.55,43,109.64999999999999,881.0,2246.5499999999997,2136.8999999999996,4.880817253121453
1481,PINK  HEART CONFETTI IN TUBE,0.42,48,20.16,480.0,201.6,181.44,10.0
1482,PINK  HEART SHAPE LOVE BUCKET,2.55,2,5.1,60.0,153.0,147.9,3.3333333333333335
1483,PINK  HEART SHAPE LOVE BUCKET,2.95,1,2.95,244.0,719.8000000000001,716.85,0.4098360655737705
1484,PINK  HONEYCOMB PAPER FAN,0.65,10,6.5,260.0,169.0,162.5,3.8461538461538463
1485,PINK  POLKADOT CUP,0.85,21,17.85,1029.0,874.65,856.8,2.0408163265306123
1486,PINK  POLKADOT PLATE,1.69,8,13.52,591.0,998.79,985.27,1.353637901861252
1487,PINK 3 PIECE POLKADOT CUTLERY SET,3.75,25,93.75,428.0,1605.0,1511.25,5.841121495327103
1488,PINK BABY BUNTING,2.55,50,127.5,750.0,1912.5,1785.0,6.666666666666667
1489,PINK BABY BUNTING,2.95,5,14.75,835.0,2463.25,2448.5,0.5988023952095809
1490,PINK BLUE FELT CRAFT TRINKET BOX,1.06,2592,2747.52,5784.0,6131.04,3383.52,44.81327800829876
1491,PINK BLUE FELT CRAFT TRINKET BOX,1.25,24,30.0,3652.0,4565.0,4535.0,0.6571741511500547
1492,PINK BUTTERFLY CUSHION COVER,1.95,1,1.95,17.0,33.15,31.2,5.88235294117647
1493,PINK CHERRY LIGHTS,6.75,8,54.0,4.0,27.0,-27.0,200.0
1494,PINK CREAM FELT CRAFT TRINKET BOX,1.25,24,30.0,5089.0,6361.25,6331.25,0.4716054234623698
1495,PINK DIAMANTE PEN IN GIFT BOX,4.95,12,59.400000000000006,39.0,193.05,133.65,30.76923076923077
1496,PINK DOG BOWL,0.85,2,1.7,216.0,183.6,181.9,0.9259259259259258
1497,PINK DOG BOWL,2.95,8,23.6,65.0,191.75000000000003,168.15000000000003,12.307692307692308
1498,PINK DOG CANNISTER,5.95,1,5.95,3.0,17.85,11.900000000000002,33.33333333333333
1499,PINK DOUGHNUT TRINKET POT,1.45,9,13.049999999999999,120.0,174.0,160.95,7.5
1500,PINK DOUGHNUT TRINKET POT,1.65,27,44.55,882.0,1455.3,1410.75,3.061224489795918
1501,PINK DRAWER KNOB ACRYLIC EDWARDIAN,1.25,3,3.75,2152.0,2690.0,2686.25,0.13940520446096655
1502,PINK FAIRY CAKE CHILDRENS APRON,1.95,2,3.9,1732.0,3377.4,3373.5,0.11547344110854503
1503,PINK FLORAL FELTCRAFT SHOULDER BAG,3.75,3,11.25,800.0,3000.0,2988.75,0.375
1504,PINK FOXGLOVE ARTIIFCIAL FLOWER,2.55,12,30.6,14.0,35.699999999999996,5.099999999999994,85.71428571428571
1505,PINK GLASS CANDLEHOLDER,2.95,4,11.8,114.0,336.30000000000007,324.50000000000006,3.508771929824561
1506,PINK HANGING HEART T-LIGHT HOLDER,2.55,160,408.0,160.0,408.0,0.0,100.0
1507,PINK HANGING HEART T-LIGHT HOLDER,2.95,1,2.95,141.0,415.95000000000005,413.00000000000006,0.7092198581560284
1508,PINK HAPPY BIRTHDAY BUNTING,4.65,22,102.3,770.0,3580.5000000000005,3478.2000000000003,2.857142857142857
1509,PINK HAPPY BIRTHDAY BUNTING,5.45,1,5.45,1078.0,5875.1,5869.650000000001,0.0927643784786642
1510,PINK HEART SHAPE EGG FRYING PAN,1.25,1,1.25,1810.0,2262.5,2261.25,0.05524861878453039
1511,PINK HEART SHAPE EGG FRYING PAN,1.65,1,1.65,931.0,1536.1499999999999,1534.4999999999998,0.10741138560687433
1512,PINK HEART SHAPE PHOTO FRAME,1.65,1,1.65,157.0,259.04999999999995,257.4,0.6369426751592357
1513,PINK HEARTS PAPER GARLAND,1.45,50,72.5,160.0,232.0,159.5,31.25
1514,PINK HORSE SOCK PUPPET KIT,2.95,1,2.95,44.0,129.8,126.85000000000001,2.272727272727273
1516,PINK METAL CHICKEN HEART,1.49,12,17.88,260.0,387.4,369.52,4.615384615384616
1517,PINK MONTE CARLO HANDBAG,1.95,1,1.95,81.0,157.95,156.0,1.2345679012345678
1518,PINK NEW BAROQUECANDLESTICK CANDLE,0.85,17,14.45,247.0,209.95,195.5,6.882591093117409
1519,PINK OWL SOFT TOY,2.95,2,5.9,409.0,1206.5500000000002,1200.65,0.4889975550122249
1520,PINK PAISLEY SQUARE TISSUE BOX,0.39,6,2.34,1293.0,504.27,501.93,0.46403712296983757
1521,PINK PAPER PARASOL,2.95,1,2.95,340.0,1003.0000000000001,1000.0500000000001,0.29411764705882354
1522,PINK PARTY BAGS,2.1,6,12.6,822.0,1726.2,1713.6000000000001,0.7299270072992701
1523,PINK POLKADOT BOWL,1.25,5,6.25,1030.0,1287.5,1281.25,0.48543689320388345
1524,PINK POLKADOT CHILDRENS UMBRELLA,3.25,2,6.5,54.0,175.5,169.0,3.7037037037037033
1525,PINK POLKADOT GARDEN PARASOL,6.75,2,13.5,40.0,270.0,256.5,5.0
1526,PINK POLKADOT GARDEN PARASOL,7.95,3,23.85,55.0,437.25,413.4,5.454545454545454
1527,PINK POT PLANT CANDLE,2.95,10,29.5,113.0,333.35,303.85,8.849557522123893
1528,PINK REGENCY TEACUP AND SAUCER,2.55,1,2.55,2103.0,5362.650000000001,5360.1,0.0475511174512601
1529,PINK REGENCY TEACUP AND SAUCER,2.95,84,247.80000000000004,2439.0,7195.050000000001,6947.250000000001,3.4440344403444034
1530,PINK SMALL GLASS CAKE STAND,1.95,27,52.65,24.0,46.8,-5.850000000000001,112.5
1531,PINK SMALL JEWELLED PHOTOFRAME,1.65,1,1.65,12.0,19.799999999999997,18.15,8.333333333333332
1532,PINK VINTAGE PAISLEY PICNIC BAG,1.65,2,3.3,1742.0,2874.2999999999997,2870.9999999999995,0.1148105625717566
1533,PINK VINTAGE SPOT BEAKER,0.85,2,1.7,654.0,555.9,554.1999999999999,0.3058103975535168
1534,PINK/BLUE DISC/MIRROR STRING,0.39,48,18.72,539.0,210.20999999999998,191.48999999999998,8.905380333951761
1535,PINK/WHITE CHRISTMAS TREE 60CM,0.65,1,0.65,561.0,364.65,364.0,0.17825311942959002
1536,PIZZA PLATE IN BOX,1.25,1,1.25,37.0,46.25,45.0,2.7027027027027026
1537,PIZZA PLATE IN BOX,3.75,20,75.0,160.0,600.0,525.0,12.5
1538,PLACE SETTING WHITE HEART,0.36,864,311.03999999999996,5184.0,1866.2399999999998,1555.1999999999998,16.666666666666664
1539,PLACE SETTING WHITE HEART,0.42,26,10.92,8306.0,3488.52,3477.6,0.31302672766674694
1540,PLACE SETTING WHITE STAR,0.42,4,1.68,1866.0,783.72,782.0400000000001,0.21436227224008575
1541,PLASMATRONIC LAMP,12.75,5,63.75,9.0,114.75,51.0,55.55555555555556
1542,PLASTERS IN TIN CIRCUS PARADE,1.65,23,37.949999999999996,1965.0,3242.2499999999995,3204.2999999999997,1.1704834605597965
1543,PLASTERS IN TIN SKULLS,1.65,60,98.99999999999999,2329.0,3842.8499999999995,3743.8499999999995,2.5762129669386002
1544,PLASTERS IN TIN SPACEBOY,1.65,3,4.949999999999999,2618.0,4319.7,4314.75,0.1145912910618793
1545,PLASTERS IN TIN STRONGMAN,1.65,5,8.25,2995.0,4941.749999999999,4933.499999999999,0.1669449081803005
1546,PLASTERS IN TIN VINTAGE PAISLEY,1.65,27,44.55,2424.0,3999.5999999999995,3955.0499999999993,1.1138613861386137
1547,PLASTERS IN TIN WOODLAND ANIMALS,1.65,2,3.3,2169.0,3578.8499999999995,3575.5499999999993,0.09220839096357768
1548,PLAYING CARDS KEEP CALM & CARRY ON,1.25,2,2.5,3101.0,3876.25,3873.75,0.06449532408900355
1549,PLEASE ONE PERSON METAL SIGN,1.85,52,96.20000000000002,3458.0,6397.300000000001,6301.100000000001,1.5037593984962405
1550,PLEASE ONE PERSON METAL SIGN,2.1,29,60.900000000000006,5015.0,10531.500000000002,10470.600000000002,0.5782652043868395
1551,POCKET BAG BLUE PAISLEY RED SPOT,1.25,1,1.25,239.0,298.75,297.5,0.41841004184100417
1552,POLKA DOT RAFFIA FOOD COVER,3.75,2,7.5,170.0,637.5,630.0,1.1764705882352942
1553,POLKADOT COFFEE CUP & SAUCER PINK,0.79,5,3.95,1147.0,906.1300000000001,902.1800000000001,0.4359197907585004
1554,POLKADOT COFFEE CUP & SAUCER PINK,0.85,24,20.4,144.0,122.39999999999999,102.0,16.666666666666664
1555,POLKADOT RAIN HAT,0.42,22,9.24,828.0,347.76,338.52,2.657004830917874
1556,POLYESTER FILLER PAD 40x40cm,1.45,44,63.8,1467.0,2127.15,2063.35,2.99931833674165
1557,POLYESTER FILLER PAD 45x45cm,1.55,1,1.55,961.0,1489.55,1488.0,0.10405827263267431
1558,POPART RECT PENCIL SHARPENER ASST,0.12,108,12.96,1020.0,122.4,109.44,10.588235294117647
1559,POPCORN HOLDER,0.72,258,185.76000000000002,21940.0,15796.8,15611.039999999999,1.1759343664539654
1560,POPCORN HOLDER,0.85,115,97.75,6843.0,5816.55,5718.8,1.6805494666082128
1561,POPPY FIELDS CHOPPING BOARD,4.95,1,4.95,71.0,351.45,346.5,1.4084507042253522
1562,POPPY'S PLAYHOUSE BEDROOM,2.1,13,27.299999999999997,1101.0,2312.1,2284.7999999999997,1.1807447774750226
1563,POPPY'S PLAYHOUSE KITCHEN,2.1,13,27.299999999999997,1248.0,2620.8,2593.5,1.0416666666666665
1564,POPPY'S PLAYHOUSE LIVINGROOM,2.1,12,25.2,831.0,1745.1,1719.8999999999999,1.444043321299639
1565,PORCELAIN ROSE SMALL,0.85,4,3.4,562.0,477.7,474.3,0.7117437722419928
1566,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.25,5,6.25,715.0,893.75,887.5,0.6993006993006993
1567,POTTERING MUG,1.25,26,32.5,796.0,995.0,962.5,3.2663316582914574
1568,POTTERING MUG,1.65,16,26.4,419.0,691.3499999999999,664.9499999999999,3.8186157517899764
1569,POTTING SHED TEA MUG,1.06,36,38.16,432.0,457.9200000000001,419.7600000000001,8.333333333333332
1570,POTTING SHED TEA MUG,1.25,49,61.25,1720.0,2150.0,2088.75,2.8488372093023258
1571,POTTING SHED TWINE,2.1,2,4.2,295.0,619.5,615.3,0.6779661016949152
1572,PSYCHEDELIC TILE COASTER,0.29,24,6.959999999999999,278.0,80.61999999999999,73.66,8.633093525179856
1573,PSYCHEDELIC TILE HOOK,0.39,5,1.95,265.0,103.35,101.39999999999999,1.8867924528301887
1574,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1.25,28,35.0,1865.0,2331.25,2296.25,1.5013404825737267
1575,PURPLE PAPER PARASOL,2.55,2,5.1,50.0,127.5,122.4,4.0
1576,PURPLE PAPER PARASOL,2.95,1,2.95,210.0,619.5000000000001,616.5500000000001,0.4761904761904762
1577,QUEENS GUARD COFFEE MUG,2.1,7,14.7,924.0,1940.4000000000003,1925.7000000000003,0.7575757575757576
1578,QUEENS GUARD COFFEE MUG,2.55,9,22.95,1274.0,3248.7000000000003,3225.7500000000005,0.7064364207221351
1579,RABBIT NIGHT LIGHT,1.79,49,87.71,8489.0,15195.31,15107.6,0.5772175756861821
1580,RABBIT NIGHT LIGHT,2.08,51,106.08,2991.0,6221.28,6115.2,1.7051153460381143
1581,RAIN PONCHO RETROSPOT,0.85,384,326.4,5427.0,4612.95,4286.55,7.075732448866777
1582,RAINY LADIES BIRTHDAY CARD,0.42,12,5.04,1345.0,564.9,559.86,0.8921933085501859
1583,RECIPE BOX BLUE SKETCHBOOK DESIGN,2.55,7,17.85,432.0,1101.6,1083.75,1.6203703703703702
1584,RECIPE BOX BLUE SKETCHBOOK DESIGN,2.95,15,44.25,653.0,1926.3500000000001,1882.1000000000001,2.2970903522205206
1585,RECIPE BOX PANTRY YELLOW DESIGN,2.55,61,155.55,2016.0,5140.8,4985.25,3.0257936507936507
1586,RECIPE BOX PANTRY YELLOW DESIGN,2.95,73,215.35000000000002,2976.0,8779.2,8563.85,2.4529569892473115
1587,RECIPE BOX RETROSPOT,2.55,31,79.05,444.0,1132.2,1053.15,6.981981981981981
1588,RECIPE BOX RETROSPOT,2.95,45,132.75,1328.0,3917.6000000000004,3784.8500000000004,3.38855421686747
1589,RECIPE BOX WITH METAL HEART,7.95,5,39.75,7.0,55.65,15.899999999999999,71.42857142857143
1590,"RECORD FRAME 7"" SINGLE SIZE",2.1,7,14.7,2886.0,6060.6,6045.900000000001,0.24255024255024255
1591,"RECORD FRAME 7"" SINGLE SIZE",2.55,31,79.05000000000001,872.0,2223.6,2144.5499999999997,3.555045871559633
1592,RECTANGULAR SHAPED MIRROR,0.79,12,9.48,309.0,244.11,234.63000000000002,3.8834951456310676
1593,RECYCLED ACAPULCO MAT BLUE,8.25,2,16.5,250.0,2062.5,2046.0,0.8
1594,RECYCLED ACAPULCO MAT GREEN,8.25,1,8.25,326.0,2689.5,2681.25,0.3067484662576687
1595,RECYCLED ACAPULCO MAT LAVENDER,8.25,1,8.25,178.0,1468.5,1460.25,0.5617977528089888
1596,RECYCLED ACAPULCO MAT PINK,8.25,1,8.25,182.0,1501.5,1493.25,0.5494505494505495
1597,RECYCLED ACAPULCO MAT RED,8.25,1,8.25,317.0,2615.25,2607.0,0.31545741324921134
1598,RECYCLED ACAPULCO MAT TURQUOISE,8.25,1,8.25,410.0,3382.5,3374.25,0.24390243902439024
1599,RECYCLED PENCIL WITH RABBIT ERASER,0.21,1,0.21,1545.0,324.45,324.24,0.06472491909385113
1600,RECYCLING BAG RETROSPOT,1.85,47,86.95,3390.0,6271.5,6184.55,1.3864306784660767
1601,RECYCLING BAG RETROSPOT,2.1,17,35.7,2328.0,4888.8,4853.1,0.7302405498281787
1602,RED  HARMONICA IN BOX,1.25,51,63.75,5479.0,6848.75,6785.0,0.9308267932104399
1603,RED 3 PIECE RETROSPOT CUTLERY SET,3.75,28,105.0,406.0,1522.5,1417.5,6.896551724137931
1604,RED BABY BUNTING,2.55,50,127.5,100.0,255.0,127.5,50.0
1605,RED CHARLIE+LOLA PERSONAL DOORSIGN,2.95,2,5.9,29.0,85.55000000000001,79.65,6.896551724137931
1606,RED COAT RACK PARIS FASHION,4.95,4,19.8,153.0,757.35,737.5500000000001,2.6143790849673203
1607,RED DINER WALL CLOCK,7.65,1,7.65,388.0,2968.2,2960.5499999999997,0.25773195876288657
1608,RED DINER WALL CLOCK,8.5,9,76.5,741.0,6298.5,6222.0,1.214574898785425
1609,RED DRAGONFLY HELICOPTER,7.95,1,7.95,76.0,604.2,596.25,1.3157894736842104
1610,RED DRAWER KNOB ACRYLIC EDWARDIAN,1.06,1,1.06,600.0,636.0,634.94,0.16666666666666669
1611,RED DRAWER KNOB ACRYLIC EDWARDIAN,1.25,15,18.75,1077.0,1346.25,1327.5,1.392757660167131
1612,RED FLOCK LOVE HEART PHOTO FRAME,0.85,1,0.85,183.0,155.54999999999998,154.7,0.546448087431694
1613,RED FLORAL FELTCRAFT SHOULDER BAG,3.39,288,976.32,880.0,2983.2000000000003,2006.88,32.72727272727273
1614,RED FLORAL FELTCRAFT SHOULDER BAG,3.75,1,3.75,904.0,3390.0,3386.25,0.11061946902654868
1615,RED GINGHAM ROSE JEWELLERY BOX,1.65,25,41.25,374.0,617.0999999999999,575.8499999999999,6.684491978609626
1616,RED GINGHAM ROSE JEWELLERY BOX,1.95,12,23.4,722.0,1407.8999999999999,1384.4999999999998,1.662049861495845
1617,RED GINGHAM TEDDY BEAR,2.95,1,2.95,344.0,1014.8000000000001,1011.85,0.29069767441860467
1618,RED HANGING HEART T-LIGHT HOLDER,2.55,38,96.9,2160.0,5508.0,5411.1,1.7592592592592593
1619,RED HANGING HEART T-LIGHT HOLDER,2.95,19,56.050000000000004,2649.0,7814.550000000001,7758.500000000001,0.7172517931294828
1620,RED HEARTS LIGHT CHAIN,4.65,6,27.9,34.0,158.1,130.2,17.647058823529413
1621,RED KITCHEN SCALES,7.65,5,38.25,172.0,1315.8,1277.55,2.9069767441860463
1622,RED KITCHEN SCALES,8.5,12,102.0,674.0,5729.0,5627.0,1.7804154302670623
1623,RED LOVE HEART SHAPE CUP,0.85,12,10.2,474.0,402.9,392.7,2.5316455696202533
1624,RED METAL BEACH SPADE,1.25,1,1.25,1143.0,1428.75,1427.5,0.08748906386701663
1625,RED METAL BOX TOP SECRET,8.25,11,90.75,445.0,3671.25,3580.5,2.4719101123595504
1626,RED PAPER PARASOL,2.55,1,2.55,314.0,800.7,798.1500000000001,0.3184713375796179
1627,RED PAPER PARASOL,2.95,1,2.95,279.0,823.0500000000001,820.1,0.35842293906810035
1628,RED POLKADOT BEAKER,0.39,20,7.8,3011.0,1174.29,1166.49,0.6642311524410495
1630,RED RETROSPOT APRON,5.95,5,29.75,229.0,1362.55,1332.8,2.1834061135371177
1631,RED RETROSPOT BIG BOWL,4.95,2,9.9,71.0,351.45000000000005,341.55000000000007,2.8169014084507045
1632,RED RETROSPOT BOWL,1.25,20,25.0,1557.0,1946.25,1921.25,1.2845215157353884
1633,RED RETROSPOT BUTTER DISH,4.25,7,29.75,138.0,586.5,556.75,5.072463768115942
1634,RED RETROSPOT BUTTER DISH,4.95,16,79.2,496.0,2455.2000000000003,2376.0000000000005,3.225806451612903
1635,RED RETROSPOT CAKE STAND,4.0,132,528.0,204.0,816.0,288.0,64.70588235294117
1636,RED RETROSPOT CAKE STAND,9.95,128,1273.6,305.0,3034.75,1761.15,41.967213114754095
1637,RED RETROSPOT CAKE STAND,10.95,29,317.54999999999995,701.0,7675.949999999999,7358.399999999999,4.136947218259629
1638,RED RETROSPOT CHARLOTTE BAG,0.72,147,105.83999999999999,3250.0,2340.0,2234.16,4.523076923076923
1639,RED RETROSPOT CHARLOTTE BAG,0.85,74,62.9,5332.0,4532.2,4469.3,1.387846961740435
1640,RED RETROSPOT CHILDRENS UMBRELLA,3.25,19,61.75,420.0,1365.0,1303.25,4.523809523809524
1641,RED RETROSPOT CUP,0.72,1,0.72,842.0,606.24,605.52,0.11876484560570072
1642,RED RETROSPOT CUP,0.85,48,40.8,1374.0,1167.8999999999999,1127.1,3.4934497816593884
1643,RED RETROSPOT MINI CASES,7.95,3,23.85,425.0,3378.75,3354.9,0.7058823529411765
1644,RED RETROSPOT MUG,2.55,1,2.55,828.0,2111.4,2108.85,0.12077294685990338
1645,RED RETROSPOT MUG,2.95,19,56.050000000000004,674.0,1988.3000000000002,1932.2500000000002,2.8189910979228485
1646,RED RETROSPOT OVEN GLOVE,1.06,200,212.0,1000.0,1060.0,848.0,20.0
1647,RED RETROSPOT OVEN GLOVE,1.25,12,15.0,1148.0,1435.0,1420.0,1.0452961672473868
1648,RED RETROSPOT OVEN GLOVE DOUBLE,2.95,2,5.9,474.0,1398.3000000000002,1392.4,0.42194092827004215
1649,RED RETROSPOT PEG BAG,2.1,201,422.1,798.0,1675.8,1253.6999999999998,25.18796992481203
1650,RED RETROSPOT PEG BAG,2.55,23,58.650000000000006,1351.0,3445.05,3386.4,1.7024426350851223
1652,RED RETROSPOT PICNIC BAG,2.55,4,10.2,1200.0,3060.0,3049.8,0.33333333333333337
1653,RED RETROSPOT PICNIC BAG,2.95,38,112.1,1383.0,4079.85,3967.75,2.74765003615329
1654,RED RETROSPOT PLATE,1.69,35,59.15,981.0,1657.8899999999999,1598.7399999999998,3.567787971457696
1655,RED RETROSPOT PUDDING BOWL,3.75,50,187.5,32.0,120.0,-67.5,156.25
1656,RED RETROSPOT PUDDING BOWL,4.25,4,17.0,143.0,607.75,590.75,2.797202797202797
1657,RED RETROSPOT ROUND CAKE TINS,9.95,8,79.6,370.0,3681.5,3601.9,2.1621621621621623
1658,RED RETROSPOT SHOPPER BAG,1.06,4,4.24,700.0,742.0,737.76,0.5714285714285714
1659,RED RETROSPOT SHOPPER BAG,1.25,20,25.0,2538.0,3172.5,3147.5,0.7880220646178092
1660,RED RETROSPOT SHOPPING BAG,2.55,12,30.6,184.0,469.2,438.59999999999997,6.521739130434782
1661,RED RETROSPOT SMALL MILK JUG,2.1,2,4.2,936.0,1965.6,1961.3999999999999,0.2136752136752137
1662,RED RETROSPOT SMALL MILK JUG,2.55,28,71.4,1240.0,3162.0,3090.6,2.258064516129032
1663,RED RETROSPOT STORAGE JAR,3.75,12,45.0,124.0,465.0,420.0,9.67741935483871
1664,RED RETROSPOT SUGAR JAM BOWL,2.1,4,8.4,576.0,1209.6000000000001,1201.2,0.6944444444444444
1665,RED RETROSPOT SUGAR JAM BOWL,2.55,7,17.849999999999998,593.0,1512.15,1494.3000000000002,1.1804384485666104
1666,RED RETROSPOT TAPE,0.65,12,7.800000000000001,340.0,221.0,213.2,3.5294117647058822
1667,RED RETROSPOT TEA CUP AND SAUCER,3.75,19,71.25,479.0,1796.25,1725.0,3.966597077244259
1668,RED RETROSPOT TISSUE BOX,0.39,48,18.72,1451.0,565.89,547.17,3.308063404548587
1669,RED RETROSPOT TISSUE BOX,1.25,12,15.0,104.0,130.0,115.0,11.538461538461538
1670,RED RETROSPOT TRADITIONAL TEAPOT,6.95,10,69.5,144.0,1000.8000000000001,931.3000000000001,6.944444444444445
1671,RED RETROSPOT TRADITIONAL TEAPOT,7.95,23,182.85,258.0,2051.1,1868.25,8.914728682170542
1672,RED RETROSPOT UMBRELLA,5.95,2,11.9,639.0,3802.05,3790.15,0.3129890453834116
1673,RED SPOT CERAMIC DRAWER KNOB,1.06,1,1.06,420.0,445.20000000000005,444.14000000000004,0.2380952380952381
1674,RED SPOT CERAMIC DRAWER KNOB,1.25,24,30.0,2193.0,2741.25,2711.25,1.094391244870041
1675,RED SPOT CERAMIC DRAWER KNOB,1.45,113,163.85,452.0,655.4,491.54999999999995,25.0
1676,RED SPOT PAPER GIFT BAG,0.82,16,13.12,1483.0,1216.06,1202.94,1.078894133513149
1677,RED SPOTTY BISCUIT TIN,3.25,24,78.0,318.0,1033.5,955.5,7.547169811320755
1678,RED SPOTTY BISCUIT TIN,3.75,4,15.0,481.0,1803.75,1788.75,0.8316008316008316
1679,RED STAR CARD HOLDER,1.95,4,7.8,577.0,1125.1499999999999,1117.35,0.6932409012131715
1680,RED STAR CARD HOLDER,2.55,48,122.4,48.0,122.4,0.0,100.0
1681,RED STRIPE CERAMIC DRAWER KNOB,1.06,47,49.82000000000001,732.0,775.9200000000001,726.1,6.420765027322404
1682,RED STRIPE CERAMIC DRAWER KNOB,1.25,3,3.75,2139.0,2673.75,2670.0,0.1402524544179523
1683,RED STRIPE CERAMIC DRAWER KNOB,1.45,9,13.049999999999999,729.0,1057.05,1044.0,1.2345679012345678
1684,RED TOADSTOOL LED NIGHT LIGHT,1.45,126,182.7,1590.0,2305.5,2122.8,7.9245283018867925
1685,RED TOADSTOOL LED NIGHT LIGHT,1.65,27,44.55,3538.0,5837.699999999999,5793.149999999999,0.7631430186546071
1686,RED VINTAGE SPOT BEAKER,0.85,51,43.349999999999994,829.0,704.65,661.3,6.15199034981906
1687,RED WOOLLY HOTTIE WHITE HEART.,3.75,8,30.0,1009.0,3783.75,3753.75,0.7928642220019821
1688,RED WOOLLY HOTTIE WHITE HEART.,3.95,1,3.95,22.0,86.9,82.95,4.545454545454546
1689,RED WOOLLY HOTTIE WHITE HEART.,4.25,10,42.5,641.0,2724.25,2681.75,1.5600624024960998
1690,RED/CREAM STRIPE CUSHION COVER,1.25,14,17.5,358.0,447.5,430.0,3.910614525139665
1691,REGENCY CAKE FORK,1.25,12,15.0,924.0,1155.0,1140.0,1.2987012987012987
1692,REGENCY CAKE SLICE,4.95,1,4.95,251.0,1242.45,1237.5,0.398406374501992
1693,REGENCY CAKESTAND 3 TIER,10.95,538,5891.099999999999,6499.0,71164.04999999999,65272.94999999999,8.27819664563779
1694,REGENCY CAKESTAND 3 TIER,12.75,155,1976.25,3077.0,39231.75,37255.5,5.037374065648359
1695,REGENCY MILK JUG PINK,2.75,21,57.75,1577.0,4336.75,4279.0,1.3316423589093214
1696,REGENCY MILK JUG PINK,3.25,11,35.75,900.0,2925.0,2889.25,1.2222222222222223
1697,REGENCY SUGAR BOWL GREEN,3.75,2,7.5,1476.0,5535.0,5527.5,0.13550135501355012
1698,REGENCY SUGAR BOWL GREEN,4.15,29,120.35000000000002,846.0,3510.9,3390.55,3.4278959810874707
